+-----------+-------+
|    CID    | Value |
| 537032594 |   43  |
| 537050273 |   43  |
| 537050568 |   43  |
| 537034566 |   43  |
| 538247413 |   42  |
| 537016079 |   42  |
| 537036829 |   42  |
| 537045909 |   42  |
| 537046223 |   42  |
| 537040149 |   42  |
| 537046785 |   42  |
| 537040789 |   42  |
| 537049213 |   42  |
| 537041197 |   42  |
| 537049469 |   42  |
| 537041299 |   42  |
| 537035898 |   42  |
| 537049818 |   42  |
| 537049604 |   42  |
| 537050554 |   42  |
| 537043039 |   41  |
| 537036234 |   41  |
| 537036350 |   41  |
| 537036375 |   41  |
| 537044649 |   41  |
| 537038610 |   41  |
| 537030633 |   41  |
| 537031019 |   41  |
| 537038237 |   41  |
| 537039511 |   41  |
| 537031908 |   41  |
| 537049461 |   41  |
| 537049529 |   41  |
| 537041582 |   41  |
| 537041446 |   41  |
| 537041567 |   41  |
| 537031048 |   40  |
| 537043672 |   40  |
| 537036499 |   40  |
| 537044705 |   40  |
| 537045301 |   40  |
| 538247328 |   40  |
| 537046227 |   40  |
| 537047805 |   40  |
| 537039743 |   40  |
| 537041089 |   40  |
| 537040219 |   40  |
| 537040432 |   40  |
| 537032259 |   40  |
| 537049624 |   40  |
| 537031853 |   40  |
| 537036064 |   39  |
| 537041809 |   39  |
| 537037067 |   39  |
| 537050272 |   39  |
| 537038120 |   39  |
| 537040778 |   39  |
| 537038782 |   39  |
| 537030767 |   39  |
| 537048619 |   39  |
| 537040537 |   39  |
| 537040593 |   39  |
| 537040688 |   39  |
| 537032746 |   39  |
| 537041443 |   39  |
| 537035902 |   39  |
| 537041747 |   39  |
| 537041487 |   39  |
| 538247404 |   38  |
| 537043545 |   38  |
| 537033241 |   38  |
| 537045251 |   38  |
| 537043348 |   38  |
| 537043600 |   38  |
| 537037771 |   38  |
| 537046927 |   38  |
| 537047641 |   38  |
| 537048508 |   38  |
| 537038313 |   38  |
| 537050170 |   38  |
| 537041540 |   38  |
| 537049990 |   38  |
| 537050490 |   38  |
| 537042478 |   38  |
| 537032290 |   37  |
| 537043457 |   37  |
| 537036347 |   37  |
| 537045247 |   37  |
| 537045312 |   37  |
| 537037265 |   37  |
| 537039307 |   37  |
| 537046233 |   37  |
| 537038119 |   37  |
| 538247401 |   37  |
| 537038520 |   37  |
| 537031319 |   37  |
| 537030787 |   37  |
| 537047568 |   37  |
| 537047786 |   37  |
| 537031620 |   37  |
| 537049009 |   37  |
| 537041472 |   37  |
| 537048207 |   37  |
| 537043830 |   36  |
| 537037174 |   36  |
| 537038422 |   36  |
| 537046723 |   36  |
| 537030485 |   36  |
| 537030564 |   36  |
| 537030714 |   36  |
| 537039715 |   36  |
| 537048494 |   36  |
| 537048690 |   36  |
| 537049214 |   36  |
| 537038591 |   36  |
| 537033343 |   36  |
| 538247372 |   35  |
| 537035057 |   35  |
| 537043893 |   35  |
| 537044021 |   35  |
| 537037684 |   35  |
| 537036043 |   35  |
| 537044366 |   35  |
| 537045455 |   35  |
| 537038873 |   35  |
| 537032080 |   35  |
| 537032189 |   35  |
| 537040607 |   35  |
| 537032488 |   35  |
| 537039981 |   35  |
| 537041745 |   35  |
| 537050550 |   35  |
| 537046299 |   35  |
| 537034639 |   35  |
| 538247379 |   34  |
| 538247416 |   34  |
| 538247451 |   34  |
| 537043455 |   34  |
| 537044315 |   34  |
| 537045522 |   34  |
| 537045715 |   34  |
| 537038093 |   34  |
| 537033352 |   34  |
| 537038857 |   34  |
| 537030720 |   34  |
| 537031360 |   34  |
| 537040204 |   34  |
| 537037063 |   34  |
| 537024679 |   34  |
| 537041296 |   34  |
| 537049542 |   34  |
| 537050567 |   34  |
| 537033210 |   34  |
| 538247300 |   33  |
| 537045249 |   33  |
| 537050169 |   33  |
| 537042999 |   33  |
| 537045606 |   33  |
| 537048888 |   33  |
| 537050356 |   33  |
| 537044959 |   33  |
| 537048806 |   33  |
| 537040951 |   33  |
| 537041313 |   33  |
| 537041920 |   33  |
| 537035950 |   33  |
| 537042705 |   33  |
| 537049732 |   33  |
| 537043040 |   32  |
| 537043496 |   32  |
| 537035520 |   32  |
| 537044137 |   32  |
| 537044990 |   32  |
| 537036231 |   32  |
| 537048757 |   32  |
| 537037108 |   32  |
| 537038084 |   32  |
| 537038896 |   32  |
| 537040421 |   32  |
| 537048758 |   32  |
| 537048776 |   32  |
| 537040930 |   32  |
| 537049459 |   32  |
| 537033345 |   32  |
| 537048248 |   32  |
| 537042281 |   32  |
| 537050591 |   32  |
| 537043133 |   31  |
| 537040252 |   31  |
| 537043317 |   31  |
| 537043899 |   31  |
| 537033693 |   31  |
| 537044863 |   31  |
| 537037454 |   31  |
| 537037871 |   31  |
| 537038057 |   31  |
| 537038553 |   31  |
| 537038633 |   31  |
| 537030556 |   31  |
| 537047643 |   31  |
| 537031300 |   31  |
| 537049234 |   31  |
| 537040894 |   31  |
| 537050666 |   31  |
| 537040280 |   31  |
| 537032098 |   31  |
| 537032174 |   31  |
| 537032276 |   31  |
| 537049392 |   31  |
| 537033088 |   31  |
| 537041912 |   31  |
| 537050124 |   31  |
| 537033829 |   31  |
| 537034012 |   31  |
| 537050560 |   31  |
| 537050584 |   31  |
| 537050610 |   31  |
| 537042867 |   31  |
| 537042752 |   31  |
| 537043166 |   30  |
| 537043453 |   30  |
| 537043759 |   30  |
| 537035608 |   30  |
| 537035939 |   30  |
| 537036200 |   30  |
| 537032302 |   30  |
| 537032300 |   30  |
| 537044750 |   30  |
| 537044760 |   30  |
| 537035117 |   30  |
| 537037194 |   30  |
| 537037197 |   30  |
| 537045426 |   30  |
| 537037303 |   30  |
| 537037677 |   30  |
| 537048897 |   30  |
| 537038497 |   30  |
| 537038515 |   30  |
| 537030387 |   30  |
| 537038852 |   30  |
| 537038943 |   30  |
| 537031371 |   30  |
| 537039755 |   30  |
| 537047961 |   30  |
| 537031627 |   30  |
| 537034248 |   30  |
| 537048206 |   30  |
| 537031945 |   30  |
| 537032252 |   30  |
| 537048716 |   30  |
| 537048859 |   30  |
| 537048874 |   30  |
| 537040919 |   30  |
| 537032801 |   30  |
| 537041056 |   30  |
| 537042170 |   30  |
| 537044633 |   30  |
| 537049591 |   30  |
| 537050241 |   30  |
| 537042261 |   30  |
| 537034080 |   30  |
| 537050111 |   30  |
| 537050644 |   30  |
| 537034325 |   30  |
| 537042682 |   30  |
| 537047004 |   30  |
| 537034695 |   30  |
+-----------+-------+
